benchmark,split,item_id,scenario_id,scenario_order,source_structure_code,means_side_effect,evitability,agency_mode,severity,gold_scale_min,gold_scale_max,gold_scale_mode,agent_name,scenario_text,gold_perm_mean,gold_perm_sd,gold_intent_mean,gold_intent_sd,gold_perm_binary,gold_intent_binary,binary_eval_perm,binary_eval_intent
offtherails,core_80,otr_s00_cc_evitable_action_yes,0,0,cc,means,evitable,commission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya has the opportunity to renovate a park in the city. As a means to improve some of the park's facilitie, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents. If Maya does not renovate the park, the temporary deprivation of the recreational space and the resulting inconvenience and disappointment would not happen. Maya renovates the park.",3.956522,1.021508,2.260870,0.915393,,,0,0
offtherails,core_80,otr_s00_cc_evitable_prevention_no,0,0,cc,means,evitable,omission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya's colleague has the opportunity to renovate a park in the city. As a means to improve some of the park's facilitie, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents. If Maya prevents her colleague's park renovation, there would not be the temporary deprivation of the recreational space and the resulting inconvenience and disappointment. Maya does not prevent her colleague's park renovation.",4.045455,0.785419,2.409091,1.181568,1,,1,0
offtherails,core_80,otr_s00_cc_inevitable_action_yes,0,0,cc,means,inevitable,commission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya has the opportunity to renovate a park in the city. As a means to improve some of the park's facilitie, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents. If Maya does not renovate the park, the temporary deprivation of the recreational space and the resulting inconvenience and disappointment would still happen because of a city mandate for construction. Maya renovates the park.",4.238095,0.700340,1.952381,0.920662,1,0,1,1
offtherails,core_80,otr_s00_cc_inevitable_prevention_no,0,0,cc,means,inevitable,omission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya's colleague has the opportunity to renovate a park in the city. As a means to improve some of the park's facilitie, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents. If Maya prevents her colleague's park renovation, the temporary deprivation of the recreational space and the resulting inconvenience and disappointment would still happen because of a city mandate for construction. Maya does not prevent her colleague's park renovation.",4.272727,0.827032,2.045455,0.998917,1,,1,0
offtherails,core_80,otr_s00_coc_evitable_action_yes,0,0,coc,side_effect,evitable,commission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If Maya does not implement the bike lane system, the increase in parking prices would not happen. Maya implements the new bike lane system.",3.952381,0.973457,2.666667,1.197219,,,0,0
offtherails,core_80,otr_s00_coc_evitable_prevention_no,0,0,coc,side_effect,evitable,omission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya's colleague has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If Maya prevents her colleague's implementation of the bike lane system, there would not be an increase in parking prices. Maya does not prevent her colleague's implementation of the bike lane system.",3.952381,0.669043,2.476190,0.813575,,,0,0
offtherails,core_80,otr_s00_coc_inevitable_action_yes,0,0,coc,side_effect,inevitable,commission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If Maya does not implement the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation. Maya implements the new bike lane system.",4.260870,0.751809,2.000000,1.128152,1,0,1,1
offtherails,core_80,otr_s00_coc_inevitable_prevention_no,0,0,coc,side_effect,inevitable,omission,mild,1,5,benchmark_aligned,Maya,"Maya, an Architect, faces a moral dilemma. Maya's colleague has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If Maya prevents her colleague's implementation of the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation. Maya does not prevent her colleague's implementation of the bike lane system.",4.304348,0.634950,1.913043,0.792754,1,0,1,1
offtherails,core_80,otr_s01_cc_evitable_action_yes,1,1,cc,means,evitable,commission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If Alejandro does not upgrade the server system, the temporary halt in the company's operations would not happen. Alejandro upgrades the server system.",4.000000,0.836660,2.476190,1.030488,1,,1,0
offtherails,core_80,otr_s01_cc_evitable_prevention_no,1,1,cc,means,evitable,omission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro's colleague has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If Alejandro prevents his colleague's server system upgrade, there would not be a temporary halt in the company's operations. Alejandro does not prevent his colleague's server system upgrade.",4.136364,0.888844,2.590909,1.469016,1,,1,0
offtherails,core_80,otr_s01_cc_inevitable_action_yes,1,1,cc,means,inevitable,commission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If Alejandro does not upgrade the server system, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider. Alejandro upgrades the server system.",4.476190,0.601585,1.809524,0.928388,1,0,1,1
offtherails,core_80,otr_s01_cc_inevitable_prevention_no,1,1,cc,means,inevitable,omission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro's colleague has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If Alejandro prevents his colleague's server system upgrade, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider. Alejandro does not prevent his colleague's server system upgrade.",4.142857,0.573212,1.761905,0.995227,1,0,1,1
offtherails,core_80,otr_s01_coc_evitable_action_yes,1,1,coc,side_effect,evitable,commission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If Alejandro does not upgrade the microwave, the noise disturbance would not happen. Alejandro upgrades the microwave to a more efficient model.",4.136364,0.774317,2.318182,0.893701,1,,1,0
offtherails,core_80,otr_s01_coc_evitable_prevention_no,1,1,coc,side_effect,evitable,omission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro's colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If Alejandro prevents his colleague's upgrade of the microwave, there would not be a noise disturbance. Alejandro does not prevent his colleague's upgrade of the microwave.",4.000000,0.797724,2.000000,1.087115,1,0,1,1
offtherails,core_80,otr_s01_coc_inevitable_action_yes,1,1,coc,side_effect,inevitable,commission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If Alejandro does not upgrade the microwave, the noise disturbance would still happen because a change in office building regulations requires the replacement of old appliances with more energy-efficient models. Alejandro upgrades the microwave to a more efficient model.",4.434783,0.727767,1.869565,0.967863,1,0,1,1
offtherails,core_80,otr_s01_coc_inevitable_prevention_no,1,1,coc,side_effect,inevitable,omission,mild,1,5,benchmark_aligned,Alejandro,"Alejandro, an Engineer, faces a moral dilemma. Alejandro's colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If Alejandro prevents his colleague's upgrade of the microwave, the noise disturbance would still happen because of a change in office building regulations. Alejandro does not prevent his colleague's upgrade of the microwave.",4.095238,0.624881,2.095238,1.044259,1,,1,0
offtherails,core_80,otr_s02_cc_evitable_action_yes,2,2,cc,means,evitable,commission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir has the opportunity to implement a new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If Amir does not implement the new teaching method, the requirement for students to attend class one hour earlier would not happen. Amir implements the new teaching method.",3.619048,1.359272,3.047619,1.430950,,,0,0
offtherails,core_80,otr_s02_cc_evitable_prevention_no,2,2,cc,means,evitable,omission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir's colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If Amir prevents his colleague's implementation of the new teaching method, there would not be a requirement for students to attend class one hour earlier. Amir does not prevent his colleague's implementation of the new teaching method.",3.782609,0.850482,2.652174,1.335144,,,0,0
offtherails,core_80,otr_s02_cc_inevitable_action_yes,2,2,cc,means,inevitable,commission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir has the opportunity to implement a new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If Amir does not implement the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum. Amir implements the new teaching method.",4.043478,0.928256,2.173913,1.192864,1,,1,0
offtherails,core_80,otr_s02_cc_inevitable_prevention_no,2,2,cc,means,inevitable,omission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir's colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If Amir prevents his colleague's implementation of the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum. Amir does not prevent his colleague's implementation of the new teaching method.",3.909091,1.064988,2.454545,1.223861,,,0,0
offtherails,core_80,otr_s02_coc_evitable_action_yes,2,2,coc,side_effect,evitable,commission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If Amir does not introduce the online homework submission system, the confusion and anxiety of some students would not happen. Amir introduces the online homework submission system.",3.590909,1.259595,2.227273,0.972567,,,0,0
offtherails,core_80,otr_s02_coc_evitable_prevention_no,2,2,coc,side_effect,evitable,omission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir's colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If Amir prevents his colleague's introduction of the online homework submission system, there would not be confusion and anxiety among some students. Amir does not prevent his colleague's introduction of the online homework submission system.",3.826087,0.936734,2.043478,0.975997,,,0,0
offtherails,core_80,otr_s02_coc_inevitable_action_yes,2,2,coc,side_effect,inevitable,commission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If Amir does not introduce the online homework submission system, the confusion and anxiety of some students would still happen because of a school-wide policy mandating online homework submissions. Amir introduces the online homework submission system.",4.238095,0.889087,2.047619,1.071270,1,,1,0
offtherails,core_80,otr_s02_coc_inevitable_prevention_no,2,2,coc,side_effect,inevitable,omission,mild,1,5,benchmark_aligned,Amir,"Amir, a Teacher, faces a moral dilemma. Amir's colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If Amir prevents his colleague's introduction of the online homework submission system, the confusion and anxiety among some students would still happen because of a school-wide policy mandating online homework submissions. Amir does not prevent his colleague's introduction of the online homework submission system.",4.047619,0.740013,2.095238,1.044259,1,,1,0
offtherails,core_80,otr_s03_cc_evitable_action_yes,3,3,cc,means,evitable,commission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If Mei does not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would not happen. Mei implements the new scheduling system.",4.000000,0.632456,2.333333,1.238278,1,,1,0
offtherails,core_80,otr_s03_cc_evitable_prevention_no,3,3,cc,means,evitable,omission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei's colleague has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If Mei prevents her colleague's implementation of the new scheduling system, there would not be a temporary disruption in booking appointments and the resulting delay for patients. Mei does not prevent her colleague's implementation of the new scheduling system.",3.652174,0.831685,2.130435,1.099766,,,0,0
offtherails,core_80,otr_s03_cc_inevitable_action_yes,3,3,cc,means,inevitable,commission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If Mei does not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider. Mei implements the new scheduling system.",4.142857,0.727029,1.857143,0.963624,1,0,1,1
offtherails,core_80,otr_s03_cc_inevitable_prevention_no,3,3,cc,means,inevitable,omission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei's colleague has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If Mei prevents her colleague's implementation of the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider. Mei does not prevent her colleague's implementation of the new scheduling system.",4.428571,0.676123,2.095238,1.091089,1,,1,0
offtherails,core_80,otr_s03_coc_evitable_action_yes,3,3,coc,side_effect,evitable,commission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If Mei does not implement the new digital system for patient record-keeping, the discomfort of elderly patients would not happen. Mei implements the new digital system for patient record-keeping.",4.043478,0.877924,1.739130,0.963771,1,0,1,1
offtherails,core_80,otr_s03_coc_evitable_prevention_no,3,3,coc,side_effect,evitable,omission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei's colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If Mei prevents her colleague's implementation of the new digital system for patient record-keeping, there would not be discomfort among elderly patients. Mei does not prevent her colleague's implementation of the new digital system for patient record-keeping.",3.818182,1.006473,2.318182,1.129111,,,0,0
offtherails,core_80,otr_s03_coc_inevitable_action_yes,3,3,coc,side_effect,inevitable,commission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If Mei does not implement the new digital system for patient record-keeping, the discomfort of elderly patients would still happen because a new healthcare regulation requires the adoption of digital record-keeping. Mei implements the new digital system for patient record-keeping.",4.260870,0.810016,1.782609,1.042572,1,0,1,1
offtherails,core_80,otr_s03_coc_inevitable_prevention_no,3,3,coc,side_effect,inevitable,omission,mild,1,5,benchmark_aligned,Mei,"Mei, a Nurse, faces a moral dilemma. Mei's colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If Mei prevents her colleague's implementation of the new digital system for patient record-keeping, the discomfort among elderly patients would still happen because of a new healthcare regulation requiring the adoption of digital record-keeping. Mei does not prevent her colleague's implementation of the new digital system for patient record-keeping.",4.086957,0.792754,1.739130,0.751809,1,0,1,1
offtherails,core_80,otr_s04_cc_evitable_action_yes,4,4,cc,means,evitable,commission,mild,1,5,benchmark_aligned,Amina,"Amina, a Chef, faces a moral dilemma. Amina has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If Amina does not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would not happen. Amina changes the menu.",3.636364,0.902138,3.000000,1.195229,,,0,0
offtherails,core_80,otr_s04_cc_evitable_prevention_no,4,4,cc,means,evitable,omission,mild,1,5,benchmark_aligned,Amina,"Amina, a Chef, faces a moral dilemma. Amina's sous-chef has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If Amina prevents her sous-chef's menu change, there would not be the removal of some of the customer's favorite dishes and the resulting disappointment. Amina does not prevent her sous-chef's menu change.",3.826087,0.886883,2.565217,0.895752,,,0,0
offtherails,core_80,otr_s04_cc_inevitable_action_yes,4,4,cc,means,inevitable,commission,mild,1,5,benchmark_aligned,Amina,"Amina, a Chef, faces a moral dilemma. Amina has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If Amina does not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations. Amina changes the menu.",4.428571,0.507093,2.238095,1.261141,1,,1,0
offtherails,core_80,otr_s04_cc_inevitable_prevention_no,4,4,cc,means,inevitable,omission,mild,1,5,benchmark_aligned,Amina,"Amina, a Chef, faces a moral dilemma. Amina's sous-chef has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If Amina prevents her sous-chef's menu change, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations. Amina does not prevent her sous-chef's menu change.",4.260870,0.810016,2.000000,1.128152,1,0,1,1
offtherails,core_80,otr_s04_coc_evitable_action_yes,4,4,coc,side_effect,evitable,commission,mild,1,5,benchmark_aligned,Amina,"Amina, a Chef, faces a moral dilemma. Amina has the opportunity to switch to biodegradable packaging for her restaurant’s takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If Amina does not switch to biodegradable packaging, the alteration in food presentation would not happen. Amina switches to biodegradable packaging.",4.363636,0.726731,2.272727,1.077113,1,,1,0
offtherails,core_80,otr_s04_coc_evitable_prevention_no,4,4,coc,side_effect,evitable,omission,mild,1,5,benchmark_aligned,Amina,"Amina, a Chef, faces a moral dilemma. Amina's colleague has the opportunity to switch to biodegradable packaging for the restaurant’s takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If Amina prevents her colleague's switch to biodegradable packaging, there would not be an alteration in food presentation. Amina does not prevent her colleague's switch to biodegradable packaging.",4.190476,0.928388,1.952381,0.804748,1,0,1,1
